station_name_cleaned,num_trips
E 92 St & Park Ave,2293
E 93 St & 2 Ave,63528
E 95 St & 3 Ave,42527
E 97 St & 3 Ave,36964
E 97 St & Madison Ave,114768
E 98 St & Lexington Ave,732
E 98 St & Park Ave,30594
E Burnside Ave & Ryer Ave,1605
E Fordham Rd & Webster Ave,6625
E Houston St & Columbia St,475
E Mosholu Pkwy & E 204 St,642
E Mosholu Pkwy & Van Cortlandt Ave E,1346
E Tremont Ave & E 176 St,2683
E Tremont Ave & Jerome Ave,1960
E.T. Bike-In Movie Valet Station,315
East End Ave & E 86 St,70801
Eastern Pkwy & Franklin Ave,76017
Eastern Pkwy & Washington Ave,50331
Eckford St & Engert Ave,16372
Edgecombe Ave & W 141 St,23388
Edgecombe Ave & W 145 St,16372
Edgecombe Ave & W 150 St,3249
Edgecombe Ave & W 167 St,3785
Eldert St & Bushwick Ave,6372
Elizabeth St & Hester St,108798
Emerson Pl & Myrtle Ave,107847
Engert Ave & McGuinness Blvd,14324
Evergreen Ave & Noll St,15729
Expansion Tech Station,2
Expansion Warehouse 333 Johnson Ave,11
Faile St & Garrison Ave,989
Fairview Ave & Linden St,5110
FDR Drive & E 35 St,384980
Featherbed Ln & Jerome Ave,883
Featherbed Ln & Nelson Ave,2120
Flatbush Ave & Eastern Pkwy,1018
Flatbush Ave & Ocean Ave,6521
Flushing Ave & Carlton Ave,11841
Flushing Ave & Vanderbilt Ave,72591
Flushing Ave & Woodward Ave,7400
Folin St & E 181 St,1241
Forest Ave & Summerfield St,10917
Forsyth St	& Grand St,924
Forsyth St & Broome St,358007
Forsyth St & Canal St,309088
Forsyth St\t& Grand St,47394
Fort Washington Ave & W 173 St,8109
Fort Washington Ave & W 183 St,10461
Franklin Ave & E 169 St,2429
Franklin Ave & Empire Blvd,47379
Franklin Ave & Myrtle Ave,49339
Franklin Ave & St Marks Ave,47396
Franklin St & Dupont St,97980
Franklin St & W Broadway,219359
Frederick Douglass Blvd & Harlem River Dr,3841
Frederick Douglass Blvd & W 112 St,107188
Frederick Douglass Blvd & W 115 St,62494
Frederick Douglass Blvd & W 117 St,109527
Frederick Douglass Blvd & W 129 St,32051
Frederick Douglass Blvd & W 139 St,4376
Frederick Douglass Blvd & W 145 St,10786
Freeman St & Reverend James A Polite Ave,1824
Freeman St & Southern Blvd,2345
Front St & Gold St,86078
Front St & Jay St,48673
Front St & Maiden Ln,168165
Front St & Washington St,226323
Frost St & Debevoise Ave,6893
Frost St & Meeker Ave,24677
Frost St & Meeker St,17974
Ft. Hamilton Pkwy & E 2 St,3421
Ft. Hamilton Pkwy & E 5 St,4243
Ft. Washington Ave & W 190 St,2180
Fulton Ave & E 168 St,1433
Fulton Ave & E 172 St,1328
Fulton Ave & St. Paul's Pl,2221
Fulton St & Adams St,140806
Fulton St & Broadway,245614
Fulton St & Clermont Ave,67987
Fulton St & Grand Ave,53396
Fulton St & Irving Pl,30593
Fulton St & Pearl St,38099
Fulton St & Rockwell Pl,71824
Fulton St & Utica Ave,56509
Fulton St & Washington Ave,33626
Fulton St & Waverly Ave,90460
Fulton St & William St,201600
Gallatin Pl & Livingston St,10672
Gansevoort St & Hudson St,181836
Garfield Pl & 8 Ave,60683
Garrison Ave & Manida St,661
George St & Wilson Ave,17210
Gerard Ave & E 146 St,3609
Gerard Ave & E 164 St,2071
Gerard Ave & E 165 St,2243
Gerard Ave & McClellan St,2397
Goble Pl & Macombs Rd,3381
Gold St & Frankfort St,18083
Goulden Ave & Bedford Park Blvd W,500
Goulden Ave & W 197 St,1866
Goulden Ave & W 205 St,987
GOW Tech Shop,19
Gowanus Tech Station,7
Graham Ave & Conselyea St,134602
Graham Ave & Grand St,85786
Graham Ave & Herbert St,40177
Graham Ave & Withers St,62704
Grand Army Plaza & Central Park S,544295
Grand Army Plaza & Plaza St West,153120
Grand Ave & Bergen St,52083
Grand Ave & W 181 St,868
Grand Ave & W Fordham Rd,1590
Grand Concourse & E 144  St,121
Grand Concourse & E 144 St,7130
Grand Concourse & E 156 St,2120
Grand Concourse & E 161 St,7574
Grand Concourse & E 164 St,4663
Grand Concourse & E 166 St,3595
Grand Concourse & E 167 St,5817
Grand Concourse & E 171 St,3927
Grand Concourse & E 175 St,698
Grand Concourse & E 192 St,1837
Grand Concourse & E 196 St,1360
Grand Concourse & E 197 St,1547
Grand Concourse & E 199 St,1429
Grand Concourse & E 203 St,923
Grand Concourse & E 205 St,909
Grand Concourse & E Mosholu Pkwy S,709
Grand Concourse & East Mount Eden Ave,4685
Grand St & Elizabeth St,388585
Grand St & Greene St,231390
Grand St & Havemeyer St,141890
Grand St & Samuel Dickstein Plaza,20745
Grant Ave & E 164 St,1752
Grant Ave & E 169 St,2044
Great Jones St,490442
Green St & McGuinness Blvd,8132
Greene Av & Myrtle Av,18745
Greene Ave & Grandview Ave,6643
Greene Ave & Nostrand Ave,51821
Greene Ave & Throop Ave,47252
Greene St & Prince St,207
Greenpoint Ave & Manhattan Ave,115321
Greenwich Ave & 8 Ave,533911
Greenwich Ave & Charles St,349739
Greenwich St & Hubert St,68133
Greenwich St & N Moore St,106446
Greenwich St & North Moore St,13384
Greenwich St & Perry St,25452
Greenwich St & Rector St,22
Greenwich St & W Houston St,327523
Greenwich St & Warren St,161697
Greenwood Ave & E 4 St,2309
Grove St & Broadway,23953
Halsey St & Broadway,15155
Halsey St & Evergreen Ave,5391
Halsey St & Tompkins Ave,54837
Hamilton Pl & W 138 St,6818
Hamilton Pl & W 140 St,7801
Hancock St & Bedford Ave,59711
Hancock St & Wyckoff Ave,4947
Handlebar @ Gowanus,12
Hanover Pl & Livingston St,5668
Hanson Pl & Ashland Pl,204279
Hanson Pl & St Felix St,22008
Harlem River Dr & W 155 St,4118
Harman St & Seneca Ave,6753
Harrison Pl & Porter Ave,7505
Harrison St & Hudson St,143345
Hart St & Wyckoff Ave,10080
Hazen St & 20 Ave,1626
Henry St & Atlantic Ave,148645
Henry St & Bay St,12245
Henry St & Degraw St,78376
Henry St & Grand St,260731
Henry St & Middagh St,34949
Henry St & Poplar St,46482
Henry St & Remsen St,8890
Henry St & W 9 St,11436
Henry St & W 9 St (OLD),94
Henry St & W 9 St [old],163
Hicks St & Montague St,150599
Hoe Ave & Jennings St,1326
Home St & Westchester Ave,2610
Hope St & Union Ave,115458
Howard St & Centre St,302485
Howard St & Lafayette St,17322
Hoyt St & Warren St,18254
Hs Don't Use,34
Hudson St & N Moore St,170
Hudson St & Reade St,228086
Hudson St & W 13 St,45835
Humboldt St & Varet St,42630
Hunts Point Ave & Bryant Ave,1873
Huron St & Franklin St,107789
Icahn Stadium,8169
India St & East River,5273
India St & Manhattan Ave,103502
India St & West St,40635
India St Pier,16060
"Industry City, Building 1 Basement",403
Intervale Ave & Kelly St,1394
Intervale Ave & Westchester Ave,2763
Inwood Ave & W 170 St,1736
Irving Ave & DeKalb Ave,17002
Irving Ave & Halsey St,9163
Irving Ave & Harman St,15207
Irving Ave & Jefferson St,21019
Irving Ave & Palmetto St,9286
Isham St & Broadway,3840
Jackson Ave & 46 Rd,46613
Jackson St & Leonard St,24812
Jay St & Tech Pl,156475
Jay St & York St,116502
Jefferson Ave & Evergreen Ave,8848
Jefferson St & Cypress Ave,12525
Jerome Ave & Anderson Ave,2159
Jerome Ave & Bedford Park Blvd E,1506
Jerome Ave & E 164 St,2043
Jerome Ave & E 181 St,1536
Jerome Ave & E 198 St,415
Jerome Ave & E Mosholu Parkway S,2468
Jerome Ave & Ogden Ave,2512
Jerome Ave & W 177 St,1216
Jerome Ave & W 184 St,579
Jerome Ave & W 193 St,2370
Jerome Ave & W 195 St,1605
Jerome Ave & W Fordham Rd,2237
John St & William St,178537
Johnson St & Gold St,115782
Joralemon St & Adams St,28358
JSQ Don't Use,8
Kane St & Clinton St,66259
Kent Ave & N 7 St,285656
Kent Ave & S 11 St,143671
Kent St & McGuinness Blvd,10804
KentAve&N7 St,1433
King St & Varick St,26254
Kingsland Ave & Nassau Ave,31905
Kingston Ave & Herkimer St,50382
Kiosk in a box Deployment,7
Kiosk in a box Motivate,220
Knickerbocker Ave & Cooper St,7571
Knickerbocker Ave & George St,20247
Knickerbocker Ave & Halsey St,8054
Knickerbocker Ave & Hancock St,8636
Knickerbocker Ave & Thames St,19855
Kosciuszko St & Nostrand Ave,47432
Kosciuszko St & Tompkins Ave,54837
Lab - NYC,4
Lafayette Ave & Classon Ave,100522
Lafayette Ave & Fort Greene Pl,129257
Lafayette Ave & Ft Greene Pl,7949
Lafayette Ave & Hunts Point Ave,2047
Lafayette Ave & St James Pl,111895
Lafayette St & E 8 St,676112
Lafayette St & Jersey St,463936
Lafayette St & Jersey St N,4249
Lafayette St & Jersey St S,5192
LaGuardia Pl & W 3 St,400004
Laight St & Hudson St,91789
Lawrence St & Willoughby St,202203
Lefferts Pl & Franklin Ave,75860
Lenox Ave & W 111 St,132235
Lenox Ave & W 115 St,49565
Lenox Ave & W 117 St,71005
Lenox Ave & W 126 St,90052
Lenox Ave & W 130 St,57042
Lenox Ave & W 133 St,16640
Lenox Ave & W 140 St,9726
Lenox Ave & W 144 St,12849
Lenox Ave & W 146 St,5981
Leonard St & Bayard St,7600
Leonard St & Boerum St,38712
Leonard St & Church St,196232
Leonard St & Grand St,10083
Leonard St & Manhattan Ave,4586
Leonard St & Maujer St,60998
Leonard St & Meeker Ave,2811
Leonard St & Nassau Ave,69205
Lewis Ave & Decatur St,36146
Lewis Ave & Kosciuszko St,45606
Lewis Ave & Madison St,62625
Lexington Ave & Classon Ave,81955
Lexington Ave & E 111 St,48965
Lexington Ave & E 120 St,25953
Lexington Ave & E 127 St,17310
Lexington Ave & E 128 St,7614
Lexington Ave & E 24 St,341864
Lexington Ave & E 26 St,233986
Lexington Ave & E 29 St,278563
Lexington Ave & E 36 St,102666
Lexington Ave & E 63 St,84646
Liberty St & Broadway,261228
Liberty St & Nassau St,27279
Lincoln Ave & E 134 St,4855
Lincoln Ave & E 138 St,9798
Lincoln Pl & Classon Ave,24061
Linden St & Knickerbocker Ave,5397
Lispenard St & Broadway,284260
Little West St & 1 Pl,385331
Longfellow Ave & E 165 St,701
Longwood Ave & Southern Blvd,3366
Lorimer St & Broadway,30345
Lorimer St & Calyer St,19706
Loring Pl North & W 183 St,1008
Louis Nine Blvd & Intervale Ave,1708
LPI Facility,2
MacDougal St & Prince St,462337
MacDougal St & Washington Sq,296073
Macombs Pl & W 152 St,6960
Macombs Rd & Featherbed Ln,595
Macombs Rd & W 175 St,1484
Macon St & Nostrand Ave,102424
Madison Av & E 51 St,38335
Madison Ave & E 120 St,29687
Madison Ave & E 26 St,50274
Madison Ave & E 82 St,116218
Madison Ave & E 99 St,75006
Madison St & Clinton St,157249
Madison St & Cypress Ave,6098
Madison St & Evergreen Ave,6981
Madison St & Forest Ave,9898
Madison St & Montgomery St,143373
Madison St & Seneca Ave,6294
Madison St & Woodward Ave,7539
Maiden Ln & Pearl St,188520
Manhattan Av & Leonard St,13786
Marcus Garvey Blvd & Macon St,39367
Marcus Garvey Blvd & Macon St   ,391
Marcy Ave & Lafayette Ave,43227
Marcy Ave & MacDonough St,915
Margaret Corbin Plz & Ft Washington Ave,2527
Marion Ave & Mosholu Pkwy,2169
Market St & Cherry St,135475
Market St & Henry St,25415
McDonald Ave & Vanderbilt St,1387
McGuinness Blvd & Eagle St,101795
McKibbin St & Bogart St,27246
McKibbin St & Manhattan Ave,39429
Melrose Ave & E 150 St,13117
Melrose Ave & E 154 St,3061
Melrose St & Broadway,23062
Menahan St & Central Ave,8221
Menahan St & Onderdonk Ave,5511
Menahan St & Seneca Ave,5853
Menahan St & Wyckoff Ave,7510
Mercer St & Bleecker St,386485
Mercer St & Bleecker St S,75
Mercer St & Spring St,298242
Meserole Ave & Manhattan Ave,122378
Metropolitan Ave & Bedford Ave,299401
Metropolitan Ave & Meeker Ave,109407
Metropolitan Ave & Stewart Ave,4260
Metropolitan Ave & Vandervoort Ave,3103
Milton St & Franklin St,186717
Mobile 01,1039
Moffat St & Bushwick,5218
Monroe St & Bedford Ave,88964
Monroe St & Classon Ave,58738
Monroe St & Tompkins Ave,57252
Montague St & Clinton St,61223
Montgomery St & Franklin Ave,11691
Montgomery St & Franklin Ave OLD,269
Montrose Ave & Bushwick Ave,86659
Morgan Ave & Lombardy St,14824
Morgan Ave & Maspeth Ave,9364
Morgan Bike Mechanics,1
Morgan WH station,24
Morningside Ave & W 123 St,41795
Morningside Dr & Amsterdam Ave,18294
Morris Ave & E 142 St,4648
Morris Ave & E 153 St,4641
Morris Ave & E 163 St,4462
Morris Ave & E 171 St,602
Morris Ave & E 184 St,744
Morris Ave & E Burnside Ave,1439
Morris Ave & McClellan St,4200
Morton St & Washington St,24172
Motorgate,32419
Mott St & Prince St,428140
Mount Eden Pkwy & Eastburn Ave,1616
Mt Morris Park W & W 120 St,46716
MTL-AOS-5.1,3
MTL-ECO51-1,1
Murray St & Greenwich St,180876
Murray St & West St,248421
Myrtle Ave & Fleet Pl,13235
Myrtle Ave & Grove St,5882
Myrtle Ave & Lewis Ave,67879
Myrtle Ave & Linden St,8757
Myrtle Ave & Marcy Ave,45753
Myrtle Ave & St Edwards St,62355
N 11 St & Kent Ave,45635
N 11 St & Wythe Ave,28039
N 12 St & Bedford Ave,116950
N 15 St & Wythe Ave,49080
N 6 St & Bedford Ave,249942
N 8 St & Driggs Ave,95789
N Henry St & Richardson St,5025
Nagle Ave & Ellwood St,2850
Nagle Ave & Thayer St,4098
Nassau Ave & Newell St,82392
Nassau Ave & Russell St,114068
Nassau St	& Duffield St,59
Nassau St & Navy St,72210
Nassau St\t& Duffield St,6067
Nelson Ave & 167 St,1381
Nelson Ave & W 172 St,2901
Nevins St & Schermerhorn St,2936
Newton Rd & 44 St,21936
Newtown Ave & 23 St,33537
Norfolk St & Broome St,305237
Norman Ave & Leonard St,16598
Norman Ave & Leonard St - 2,3581
Norman St & Wyckoff Ave,10321
North Moore St & Greenwich St,205143
Nostrand Ave & Myrtle Ave,32523
NULL,2677
NYCBS DEPOT - DELANCEY,15
NYCBS Depot - FAR,17
NYCBS Depot - GOW,1498
NYCBS Depot - PIT,42
NYCBS Depot - RIS,45
NYCBS Depot - SSP,1328
NYCBS Depot - STY,323
NYCBS Depot - STY - Garage 4,508
NYCBS Depot - STY - Valet Scan,2
NYCBS Depot BAL - DYR,124
Ocean Pkwy & Church Ave,5328
Ogden Ave & Merriam Ave,1239
Ogden Ave & W 164 St,2494
Ogden Ave & W 165 St,3738
old - E 13 St & Avenue A,2529
Old Broadway & W 133 St,2362
Old Fulton St,228271
Old Slip & Front St,117788
Old Slip & South St,20940
OLD Southern Blvd & E 142 St,28
Onderdonk Ave & Dekalb Ave,5220
Onderdonk Ave & Gates Ave,5642
PABT Valet,6914
Pacific St & Bedford Ave,671
Pacific St & Classon Ave,18953
Pacific St & Nevins St,57495
Parade Pl & Crooke Ave,18947
Park Ave & E 124 St,103329
Park Ave & E 162 St,4291
Park Ave & Marcus Garvey Blvd,31186
Park Ave & St Edwards St,31606
Park Cir & East Dr,12191
Park Pl & Church St,103478
Park Pl & Franklin Ave,38332
Park Pl & Vanderbilt Ave,55241
Paul Ave & Mosholu Pkwy,638
Paul Ave & W 205 St,1021
Pearl St & Anchorage Pl,83754
Pearl St & Hanover Square,206477
Pearl St & Peck Slip,46961
Peck Slip & Front St,168116
Peck Slip & Front Street,9275
Penn Station Valet,76665
Penn Station Valet - Valet Scan,1670
Perry St & Bleecker St,262930
Perry St & Greenwich Ave,55839
Pershing Square N,56693
Pershing Square North,901880
Pershing Square S,31985
Pershing Square South,343757
Picnic Point,32544
Pier 40 - Hudson River Park,365374
Pier 40 Dock Station,2
Pierrepont St & Monroe Pl,32806
Pike St & E Broadway,215782
Pike St & Monroe St,158103
Pinehurst Ave & W 187 St,3481
Pioneer St & Richards St,14428
Pioneer St & Van Brunt St,38647
Pitt St & Stanton St,76216
Plaza Dr & W 170 St,5748
Plaza St East & Flatbush Ave,26639
Plaza St West & Flatbush Ave,108384
Pleasant Ave & E 116 St,79756
Pleasant Ave & E 120 St,29952
Popham Ave & W 174 St,1356
Powers St & Olive St,17549
President St & 4 Ave,11850
President St & Henry St,47286
Propsect Ave & E 151 St,49
Prospect Ave & E 151 St,4266
Prospect Ave & E 167 St,2677
Prospect Ave & Greenwood Ave,459
Prospect Ave & Jennings St,1003
Prospect Ave & Longwood Ave,2856
Prospect Ave & Vanderbilt St,3189
Prospect Park - 5 Year Anniversary Celebration,72
Prospect Park SW & 10 Ave,8884
Prospect Park SW & 16 St,6859
Prospect Park SW & Greenwood Ave,8095
Prospect Park SW & Vanderbilt St,6000
Prospect Park W & 20 St,4729
Prospect Park West & 8 St,82270
Prospect Pl & 6 Ave,55572
Prospect Pl & Underhill Ave,41276
Prospect Pl & Vanderbilt Ave,14146
Prototype Lab,5
Prototype Lab Motivate Headquarters,12
Pulaski St & Marcus Garvey Blvd,31292
Putnam Ave & Knickerbocker Ave,8619
Putnam Ave & Nostrand Ave,33008
Putnam Ave & Throop Ave,47102
Putnam Ave & Wyckoff Ave,8706
Queens Plaza North & Crescent St,182472
Railroad Ave & Kay Ave,9082
Reade St & Broadway,194728
Reed St & Van Brunt St,8246
Richards St & Delavan St,15432
Richardson St & N Henry St,58016
River Ave & E 151 St,9759
River Ave & E 153 St,5849
River Ave & McClellan St,3364
Riverside Blvd & W 67 St,211539
Riverside Dr & Broadway,501
Riverside Dr & W 104 St,104215
Riverside Dr & W 138 St,17745
Riverside Dr & W 145 St,16434
Riverside Dr & W 148 St,10569
Riverside Dr & W 153 St,8306
Riverside Dr & W 72 St,191720
Riverside Dr & W 78 St,119811
Riverside Dr & W 82 St,139522
Riverside Dr & W 89 St,5056
Riverside Dr & W 91 St,83568
Rivington St & Chrystie St,247867
Rivington St & Ridge St,204781
Rockaway Ave & Bainbridge St,14848
Roebling St & N 4 St,95171
Rogers Ave & Sterling St,33394
Rogers Pl & E 165 St,613
Roosevelt Island Tramway,33255
Ryer Ave & E 182 St,590
S 3 St & Bedford Ave,177860
S 4 St & Rodney St,82743
S 4 St & Wythe Ave,256292
S 5 Pl & S 4 St,125292
S 5 Pl & S 5 St,206928
S 5th St & Kent Ave (Domino Park Movie Shoot),4
S Portland Ave & Atlantic Ave,248
S Portland Ave & Hanson Pl,86488
Sands St & Gold St,3692
Sands St & Jay St,12781
Sands St & Navy St,12848
Sands St Gate,26148
Schermerhorn St & 3 Ave,9875
Schermerhorn St & Bond St,104858
Schermerhorn St & Court St,97862
Scholes St & Manhattan Ave,87230
Seaman Ave & Beak St,3467
Seaman Ave & Isham St,3279
Sedgwick Ave & Hall of Fame Tce,93
Sedgwick Ave & W Burnside Ave,1250
Sedgwick Ave & W Tremont Ave,2413
Seneca Ave & Irvine St,842
Shakespeare Ave & W 169 St,3328
Sharon St & Olive St,27834
Sheridan Ave & E 168 St,2160
Sheridan Ave & E 172 St,1355
Sherman Ave & E 166 St,2291
Sherman Ave & Thayer St,3436
Shevchenko Pl & E 6 St,19327
Shevchenko Pl & E 7 St,77000
Shore Blvd & Astoria Park,6512
Sigourney St & Columbia St,20247
Smart Cities Conference,91
Smith St & 3 St,55494
Smith St & 9 St,59644
Soissons Landing,60990
Somers St & Broadway,2291
South End Ave & Liberty St,435186
South St & Gouverneur Ln,307450
South St & Pike St,53
South St & Whitehall St,231320
Southern Blvd & Avenue St. John,2847
Southern Blvd & E 142 St,1035
Southern Blvd & E 149 St,3342
Southern Blvd & E 172 St,1945
Southern Blvd & E 174 St,2946
Southern Blvd & E 175 St,3317
Southern Blvd & Tiffany St,1796
Southpoint Park,13528
Spring St & Hudson St,38689
Spruce St & Gold St,10091
Spruce St & Nassau St,157460
SSP Tech Workshop,18
St Ann's Ave & Westchester Ave,2745
St James Pl & Oliver St,183358
St James Pl & Pearl St,98320
St Johns Pl & Washington Ave,54892
St Marks Pl & 1 Ave,371985
St Marks Pl & 2 Ave,438103
St Marks Pl & 4 Ave,8885
St Mary's St & Jackson Ave,4347
St Nicholas Ave & E 134 St,8262
St Nicholas Ave & Manhattan Ave,84548
St Nicholas Ave & W 134 St,11219
St Nicholas Ave & W 137 St,16521
St Nicholas Ave & W 150 St,9307
St. Ann's Av & Bruckner Blvd,3556
St. Ann's Ave & E 144 St,3787
St. Nicholas Ave & W 126 St,76664
St. Nicholas Ave & W 155 St,5032
St. Nicholas Ave & W 157 St,4850
St. Nicholas Terrace & Convent Ave,5190
Stagg St & Morgan Ave,12872
Stagg St & Union Ave,104424
Stanhope St & Fairview Ave,7591
Stanton St & Chrystie St,332382
Stanton St & Mangin St,140274
Stanton St & Norfolk St,118916
State St,16331
State St & Smith St,144626
Station demo,20
Steinway St & 19 Ave,1212
Steinway St & 21 Ave,3943
Steinway St & 23 Ave,23013
Steinway St & 28 Ave,39284
Steinway St & Broadway,17753
Steinway St & Ditmars Blvd,2912
Stephen St & Seneca Ave,2059
Sterling Pl & 5 Ave,551
Sterling Pl & 7 Ave,14635
Sterling Pl & Bedford Ave,48515
Sterling St & Bedford Ave,25327
Stewart Ave & Johnson Ave,6203
Stockholm St & Wilson Ave,21152
Stuyvesant Walk & 1 Av Loop,12559
Suffolk St & Stanton St,357922
Sullivan Pl & Bedford Ave,10715
Sullivan Pl & Franklin Ave,22162
Sullivan St & Washington Sq,363496
Sunken Meadow Comfort Station,6689
Suydam St & Broadway,20580
Suydam St & Knickerbocker Ave,32044
Suydam St & St. Nicholas Ave,5844
Thompson St & Bleecker St,54287
Throop Ave & Myrtle Ave,26968
Tiebout Ave & E 184 St,932
Tiebout Ave & E Fordham Road,3112
Tinton Ave & E 165 St,2719
Tompkins Ave & Hopkins St,36629
Townsend Ave & E 175 St,1264
Underhill Ave & Lincoln Pl,57728
Underhill Ave & Pacific St,46936
Union Ave & E 169 St,1617
Union Ave & Jackson St,55331
Union Ave & N 12 St,132455
Union Ave & Wallabout St,33675
Union St & 4 Ave,75145
Union St & Bedford Ave,23450
Union St & Nevins St,48394
University Ave & Brandt Pl,1698
University Ave & Macombs Rd,1558
University Ave & W 168 St,1346
University Ave & W Burnside Ave,844
University Pl & E 14 St,610208
University Pl & E 8 St,277640
Valentine Ave & E 183 St,979
Van Brunt St & Van Dyke St,36577
Van Brunt St & Wolcott St,40511
Van Buren St & Broadway,10698
Van Dyke St & Van Brunt St,2954
Van Sinderen Ave & Truxton St,9731
Vernon Blvd & 10 St,33079
Vernon Blvd & 30 Rd,32766
Vernon Blvd & 31 Ave,28497
Vernon Blvd & 41 Rd,25814
Vernon Blvd & 47 Rd,42579
Vernon Blvd & 50 Ave,146752
Verona Pl & Fulton St,43024
Vesey Pl & River Terrace,520955
Vesey St & Church St,16889
W 10 St & Washington St,29613
W 100 St & Broadway,144161
W 100 St & Manhattan Ave,106108
W 104 St & Amsterdam Ave,65978
W 104 St & Amsterdam Ave - 1,4665
W 106 St & Amsterdam Ave,83225
W 106 St & Central Park West,129816
W 107 St & Columbus Ave,57300
W 11 St & 6 Ave,267718
W 110 St & Amsterdam Ave,79571
W 113 St & Broadway,66717
W 116 St & Amsterdam Ave,61424
W 116 St & Broadway,61988
W 12 St & Hudson St,669
W 12 St & W 4 St,35700
W 120 St & Claremont Ave,41465
W 129 St & Convent Ave,21183
W 13 St & 5 Ave,285046
W 13 St & 5 Ave -moved to 5947.04,1635
W 13 St & 6 Ave,241731
W 13 St & 7 Ave,320728
W 13 St & Hudson St,136119
W 133 St & 12 Ave,14549
W 135 St & Lenox Terrace Pl,16161
W 14 St & The High Line,113715
W 140 St & Riverside Dr,4711
W 144 St & Adam Clayton Powell Blvd,10678
W 145 St & Amsterdam Ave,12646
W 146 St & Broadway,14480
W 147 St & Adam Clayton Powell Blvd,9727
W 148 St & Amsterdam Ave,9654
W 15 St & 10 Ave,163326
W 15 St & 6 Ave,150357
W 15 St & 7 Ave,448858
W 155 St & Frederick Douglass Blvd,6360
W 159 St & Edgecombe Ave,2064
W 16 St & 8 Ave,95901
W 16 St & The High Line,362113
W 160 St & St. Nicholas Ave,6454
W 163 St & Edgecombe Ave,2679
W 163 St & Riverside Dr,4145
W 165 St & Fort Washington Ave,8562
W 167 St & St. Nicholas Ave,870
W 168th S & Fort Washington Ave,4717
W 169 St & Fort Washington Ave,31612
W 17 St & 8 Ave,349288
W 17 St & 9 Ave,36654
W 170 St & University Ave,3887
W 171 St & St. Nicholas Ave,5444
W 176 St & Montgomery Ave,705
W 18 St & 6 Ave,524974
W 18 St & 9 Ave,84192
W 180 St & Ft Washington Ave,9823
W 181 St & Riverside Dr,11470
W 186 St & St. Nicholas Ave,2371
W 190 St & Broadway,2956
W 190 St & St. Nicholas Ave,3021
W 192 St & University Ave,802
W 20 St & 10 Ave,82305
W 20 St & 11 Ave,534021
W 20 St & 7 Ave,418135
W 20 St & 8 Ave,354974
W 204 St & Nagle Ave,2074
W 204 St & Vermilyea Ave,2639
W 21 St & 6 Ave,856736
W 212 St & 10 Ave,887
W 218 St & Broadway,1940
W 218 St & Indian Rd,1651
W 22 St & 10 Ave,501168
W 22 St & 8 Ave,450937
W 225 St & Exterior St,1910
W 24 St & 7 Ave,529676
W 25 St & 6 Ave,438219
W 26 St & 10 Ave,341119
W 26 St & 8 Ave,462288
W 27 St & 10 Ave,148368
W 27 St & 7 Ave,468248
W 29 St & 9 Ave,119681
W 30 St & 10 Ave,121762
W 31 St & 7 Ave,553392
W 33 St & 7 Ave,532362
W 34 St &	Hudson Blvd E,4
W 34 St & 11 Ave,340823
W 34 St &\tHudson Blvd E,400
W 35 St & 9 Ave,35768
W 35 St & Dyer Ave,95120
W 36 St & 7 Ave,28432
W 36 St & 9 Ave,79802
W 37 St & 10 Ave,342996
W 37 St & 5 Ave,282142
W 37 St & Broadway,8639
W 38 St & 8 Ave,461023
W 39 St & 9 Ave,183882
W 4 St & 7 Ave S,483191
W 40 St & 5 Ave,67049
W 41 St & 8 Ave,634573
W 42 St & 6 Ave,95079
W 42 St & 8 Ave,377387
W 42 St & Dyer Ave,245064
W 43 St & 10 Ave,386629
W 43 St & 6 Ave,202009
W 44 St & 11 Ave,55681
W 44 St & 5 Ave,310639
W 45 St & 6 Ave,211230
W 45 St & 6 Ave -,3166
W 45 St & 6 Ave (1),10
W 45 St & 6 Ave (OLD),23869
W 45 St & 8 Ave,368078
W 46 St & 11 Ave,288784
W 47 St & 10 Ave,333066
W 47 St & 6 Ave,47489
W 48 St &  Rockefeller Plaza,1583
W 48 St & Rockefeller Plaza,31044
W 49 St & 5 Ave,22281
W 49 St & 8 Ave,422807
W 50 St & 10 Ave,34170
W 50 St & 9 Ave,119552
W 51 St & 6 Ave,138054
W 51 St & Rockefeller Plaza,34023
W 52 St & 11 Ave,296045
W 52 St & 5 Ave,268138
W 52 St & 6 Ave,223743
W 52 St & 9 Ave,110844
W 53 St & 10 Ave,296967
W 54 St & 11 Ave,51138
W 54 St & 9 Ave,239156
W 55 St & 6 Ave,196223
W 56 St & 10 Ave,245162
W 56 St & 6 Ave,119202
W 59 St & 10 Ave,275372
W 59 St & West End Ave,11156
W 63 St & Broadway,297475
W 64 St & Thelonious Monk Circle,122704
W 64 St & West End Ave,57162
W 67 St & Broadway,237128
W 70 St & Amsterdam Ave,220275
W 74 St & Columbus Ave,121532
W 76 St & Columbus Ave,182903
W 78 St & Amsterdam Ave,27212
W 78 St & Broadway,86512
W 82 St & Central Park West,146930
W 84 St & Broadway,169654
W 84 St & Columbus Ave,184167
W 87 St  & Amsterdam Ave,22267
W 87 St & Amsterdam Ave,92714
W 87 St & West End Ave,59775
W 88 St & West End Ave,37889
W 89 St & Columbus Ave,146877
W 90 St & Amsterdam Ave,84803
W 92 St & Broadway,100731
W 95 St & Broadway,145070
W Broadway & Spring St,253221
